,id,text,bias
1929,1930,"Aside from the physical dangers associated with illegal electrical connections, why else are they illegal? 
",1
1930,1931,"It moves and needs to find its own food so it must be an animal . 
",2
1931,1932,"In the previous sections, you have read about different markets from where we buy goods. From where do you think shop-owners procure their goods? Goods are produced in factories, on farms and in homes. However, we don t buy directly from the factory or from the farm. Nor would the producers be interested in selling us small quantities such as one kilo of vegetables or one plastic mug. 
",1
1932,1933,"One of the rays PQ falls on the mirror perpendicularly . 
",2
1933,1934,"Coffee Among non-food crops South America is an important producer of coffee and cocoa . 
",1
1934,1935,"A concave lens in front of the rays of light. 
",2
1935,1936,"The Allies would not have been as successful in the First World War and the Second World War if they had not been able to exploit the resources and people of their colonies. Both the world wars had a devastating effect on the forests of India, Indonesia and elsewhere.The forest department cut freely to satisfy war needs. 
",1
1936,1937,". Sound is Produced by a Vibrating Body 
",2
1937,1938,"The contraction and expansion of all cardiac muscles take part combindly . 
",1
1938,1939,"Under the Mughals, architecture became more complex. Mughal emperors were personally interested in literature, art and architecture. In his autobiography, Babur described his interest in planning and laying out formal gardens, placed within rectangular walled enclosures and divided into four quarters by artificial channels. 
",2
1939,1940,"It is a common building without any decorations . 
",1
1940,1941,"The four states of matter are solid , liquid , gas and plasma state . 
",2
1941,1942,"On the globe , longitudes are shown as a series of semi-circles that run from pole to pole passing through the equator . 
",1
1942,1943,"culture is continuous : Every culture grows imbibing new aspects into it . 
",2
1943,1944,"He takes tourists on trips to certain areas where they can see the wildlife and birds . 
",1
1944,1945,"b ) Graph recorded data to show daily and seasonal patterns in weather . 
",2
1945,1946,"The non-crystalline or amorphous forms of carbon are charcoal , coal , coke , gas carbon and lampblack . 
",1
1946,1947,"The Sun's energy is captured and used by plants to produce carbohydrates, which the plant uses and stores. Plants form the basis of food chains. 
",2
1947,1948,"Lift a book through a height. To do this you must apply a force. The book rises up. There is a force applied on the book and the book has moved. Hence, work is done. 
",1
1948,1949,"Where is the maximum poverty among Indian states according to the census of ? 
",2
1949,1950,"The Great Rift Valley : A flat-bottomed valley formed by the sinking of the land between two normal faults or deep slopes is called Rift Valley . 
",1
1950,1951,"Muffler is used in winter season to cover neck and ears jointly . 
",2
1951,1952,"_______ The fertilised egg is implanted in the uterine lining. 
",1
1952,1953,"Now you measure them with any device . 
",2
1953,1954,"According to the Census Report , 2001 , the population of Bangladesh is about 12 . 93 crore , the rate of increase is 1 . 48 per cent and the density of population is about 876 persons per square kilometre . 
",1
1954,1955,"Complete the table Table . Situation Name the form of energy before transformation Name the form of energy after transformation Combustion of petrol Combustion of LPG Burning match stick Running toy car Photosynthesis Falling rain drop Flowing water from a dam Sl . 
",2
1955,1956,"Figure . Reaction of metals with salt solutions 
",1
1956,1957,"The shell protects and supports their bodies . 
",2
1957,1958,"Write sentences about any folk art that you have witnessed . 
",1
1958,1959,". Coconut is also a fibre. Name somethings made of coconut fibre. 
",2
1959,1960,"Anterior lobe of the Pituitary : Produces stimulating hormones under the stimulus of releasing hormones hormone secreting cells capillary network Nerve fibres Transports vasopressin and oxytocin . 
",1
1960,1961,"Who is the new member of Suresh 's family ? 
",2
1961,1962,"If the frequency of vibration is between 20 and 20 , 000 per second , it can produce audible sound . 
",1
1962,1963,"The reproductive organs of a male consists of testes, sperm ducts and penis. 
",2
1963,1964,"The peace and stability of the country are affected . 
",1
1964,1965,"Explain your choices in the previous question. [ marks] 
",2
1965,1966,"You may have noticed that most of these maps give more correct information of Europe and nearby countries. In fact they usually place Greece or Rome in the middle of the map. They also give more correct information about places visited by sailors and traders, on the coasts of various countries, but they did not know about the interior places. Thus on the map of Asia you can see India shown much smaller than Sri Lanka as the sailors were more familiar with it. 
",1
1966,1967,"The natural increase of population is the difference between birth rates and death rates. 
",2
1967,1968,"Firstly, Shanti was given a copy of the chargesheet and all other evidence that the prosecution presented against her. Shanti was charged with the offence of theft that was defined as a crime in the law. The trial was held in an open court, in public view. Her brother, Sushil could attend the court hearings. The trial was held in the presence of the accused. Shanti was defended by a lawyer. Shanti s lawyer, Advocate Roy was given an opportunity to cross-examine all the prosecution witnesses. Advocate Roy was given an opportunity to present witnesses in Shanti s defence. 
",1
1968,1969,"# The rising Minimum Support Prices (MSP) have raised the maintenance cost of procuring foodgrains by the government. Rising transportation and storage costs of the FCI are other contributing factors in this increase. 
",2
1969,1970,"Mohammed : Rita , you make clay models . 
",1
1970,1971,"At the free end of each renal tubule there is a closed cup - like part called the Bowman ' s capsule . 
",2
1971,1972,"Kolleru sanctuary West Godavari water birds, herons, flammingos 
",1
1972,1973,"The soap solution from the crutcher is dropped from the top towards the bottom in a drying tower and hot air is passed from the bottom towards the top of the tower . 
",2
1973,1974,"Do you remember why the bulb glows when the electric current passes through it? Due to the heating effect of current, the filament of the bulb gets heated to a high temperature and it starts glowing. However, if the current through a circuit is too weak, the filament does not get heated sufficiently and it does not glow. And why is the current in the circuit weak? Well, though a material may conduct electricity, it may not conduct it as easily as a metal. As a result, the circuit of the tester may be complete and yet the current through it may be too weak to make the bulb glow. Can we make another tester which can detect a weak current? 
",1
